~id,product_item:String,product_line:String,product_desc:String,~label
G2938-90402,1040,UF,2100 MSDS Link Tech Note ENG,product
G2938-90322,1050,UF,2100 High sensitiv DNA Quick Guide ENG,product
9301-6524,1000,58,"Solvent bottle clear, 1000ml",product
0100-1847,2000,58,Fitting-Adapter female-to-male 1000PSI,product
5190-8575,1000,58,"Mercury std, 10 ug/ml 5pct HNO3, 100ml",product
0101-1536,1000,58,"Gas reg. He for ICP-MS, 2 stage, 15 psi",product
5183-4644,2000,58,"2 Stg Rgltr,brs,125psi,CGA580,1/8in,ftg",product
5183-4644-P,2010,58,"2 Stg Rgltr,brass,125psi,CGA580,w/o fttg",product
0100-0118,2020,58,1/8inch x 1/4inch brass tubing connector,product
0100-1189,3000,58,"Connector, Male 1/8 x 1/4",product
CP17970,4000,58,Gas Clean Filter Oxygen,product
19091J-433,5000,JW,"HP-5 30m, 0.25mm, 0.25u",product
CP17971,6000,58,Gas Clean Filter Moisture,product
8010-0416,7000,58,5mL storage vial snap cap kit 100/pk,product
G8400-67150,1000,58,"Spray Chamber for UHMI, 7900 ICP-MS 1/pk",product
AR41030-7,87030,PT,"Artisan - Slide clips, 50 per Box",product
AR1651B-2,87020,PT,Artisan PAS Stain Kit Box,product
AR1651A-2,87010,PT,Artisan PAS Stain Kit Box 1,product
AR16511-2,87000,PT,Artisan PAS Stain Kit,product
G110997G-8,1000,GE,FISH custom probe std 20rxn GR,product
G110997R-8,2000,GE,FISH custom probe std 20rxn RD,product
5067-4626,1000,UF,High Sensitivity DNA Kit,product
G2938-68000,1010,UF,High Sensitivity DNA 10 Chips,product
G2938-68706,1020,UF,Syringe Kit,product
G2938-85004,1030,UF,High Sensitivity DNA Reagent I,product
G2938-90402,1040,UF,2100 MSDS Link Tech Note ENG,product
G2938-90322,1050,UF,2100 High sensitiv DNA Quick Guide ENG,product
CP17973,1000,58,Filtro de purif. de gases para gas port,product
5067-5365,32000,UF,Genomic DNA ScreenTape,product
G1969-85000,1000,AA,ESI-L Low Concentration Tuning Mix 100ml,product
M082329-2,1000,PT,"Mo a Hu CD31, Endothelial Cell, cl JC70",product
IR64361-2,9010,PT,"FLEX Mono Mo a Hu CD7, cl CBC.37, RTU",product
IR61161-2,6010,PT,"FLEX Mab a Hu SMA, cl 1A4, RTU",product
IR62661-2,7010,PT,"FLEX Mono Mo a Hu Ki-67 Ag, cl MIB-1,RT",product
IR08061-2,8010,PT,"FLX MxH CDX-2 cl: DAK-CDX2, RTU, (Link)",product
IR52761-2,10010,PT,"FLX Poly Rb a Hu Von W Factor, RTU, Lin",product
IR07961-2,11010,PT,"FLEX Mab X-H MLH1, cl ES05, RTU, (Link)",product
IR08561-2,15010,PT,"FLEX Mab a Hu MSH2, cl FE11, RTU (Link)",product
IR75161-2,12010,PT,"FLX Moa Hu CD45, LCA, cl 2B11+PD7/26,RT",product
IR64461-2,13010,PT,"FLEX Mono Mo a Hu MUM1 Prot,cl MUM1p,RT",product
IR64261-2,16010,PT,"FLEX Mono Mo a Hu CD138, cl MI15, RTU",product
IR50961-2,14010,PT,"FLEX Poly Rb a Hu Thyreoglobulin, RTU",product
IR52461-2,17010,PT,"FLX Poly Rb a Glial Fibr Acidic Prot,RT",product
S302080-2,27010,PT,"Protase K, Ready-to-Use",product
S245230-2,1000,PT,Hybrid Hum Contr Strips (20 strips),product
L8839301,1000,9H,"KIT, COLD CAP GASKET",product
AR17611-2,1000,PT,Artisan GMS Stain Kit,product
AR1761A-2,1010,PT,GMS Kit Box 1,product
AR1761B-2,1020,PT,GMS Kit Box 2,product
AR41030-7,1030,PT,"Artisan - Slide clips, 50 per Box",product
5182-0719,3000,58,Screw cap red  100/PK,product
5182-0717,2000,58,Blue screw caps  100/PK,product
5181-1270,1000,58,"250 ul Inserts with Polymer Feet,100/pk",product
GV82111-2,2000,PT,EnV FLEX+ Mo (LINKER) (Dako Omnis),product
GV80911-2,3000,PT,EnV FLEX+ Rb (LINKER) (Dako Omnis),product
AR41030-7,4010,PT,"Artisan - Slide clips, 50 per Box",product
AR3141C-6,4020,PT,Artisan Maintenance Kit,product
AR31411-6,4000,PT,Artisan Maintenance Kit,product
GV80011-2,1000,PT,"EnV FLEX, High pH (Dako Omnis)",product
401428,1000,SR,Mx3000P Strip Tubes,product
401425,2000,SR,Mx3000P Optical Strip Caps (120 count),product
5067-5594,5000,UF,High Sensitivity D5000 Ladder,product
5067-5592,3000,UF,High Sensitivity D5000 ScreenTape,product
5067-5593,4000,UF,High Sensitivity D5000 Reagents,product
200515-5,1020,SR,"-20 QUIKCHANGE MULTI, 10 RXNS",product
200515,1000,SR,"QuikChange Multi Site-Drctd Mtgns,10 rx",product
200517-4,1010,SR,-80 10rxn QUIKCHANGE  PARTS,product
5182-0714,1000,58,"Vial,screw,2ml,clr,cert,100PK",product
5182-0717,2000,58,Blue screw caps  100/PK,product
5065-9940,2010,UF,Pre-packed Tubes for RNA-Assays,product
G2938-68706,2030,UF,Syringe Kit,product
G2938-90037,2070,UF,Quick Guide RNA 6000 Nano Kit,product
G2938-80023,2040,UF,Reagents RNA Nano,product
G2938-80038,2050,UF,RNA 6000 Nano ladder,product
G2938-90402,2060,UF,2100 MSDS Link Tech Note ENG,product
5067-1504,1000,UF,DNA 1000 kit,product
5067-1521,2020,UF,RNA-NANO-25 Chips,product
5067-1511,2000,UF,RNA 6000 Nano kit,product
G2938-90402,1050,UF,2100 MSDS Link Tech Note ENG,product
5067-1522,1010,UF,DNA-25-Chips,product
G2938-90015,1040,UF,Agilent DNA 1000 Kit Quick Start Guide,product
G2938-68706,1020,UF,Syringe Kit,product
G2938-80020,1030,UF,Reagents DNA 1000,product
EXPTS0600SC,1000,9H,EXCHANGE TRISCROLL 600 MODULE ONLY,product
G100152R,1000,GE,SureFISH 4q12 PDGFRA-CN RD,product
G101066G,2000,GE,SureFISH Chr4 CEP 613kb GR,product
G2630-67030,1000,8P,Motor  Universal Oven,product
K573111-5,15006,PT,HER2 IQFISH pharmDx,product
K802021-2,370600,PT,"FLEX IHC Microscope Slides, 5x100 slide",product
AR10211-2,9000,PT,"Artisan Wash Sol, 50x, 4 x 200 mL",product
AR41030-7,5030,PT,"Artisan - Slide clips, 50 per Box",product
AR1791B-2,5020,PT,Reticulin-NFR Box 2,product
AR1791A-2,5010,PT,Reticulin-NFR Box 1,product
AR17911-2,5000,PT,Artisan Ret/Nuc Fast Red Stain Kit,product
EX9290033,1000,9H,"EXCHANGE TSP CONTROLLER RS 232, 220V",product
P044801-2,1000,PT,Gt a Rabbit Immunoglobulins/HRP,product
SK00121-5,6004,PT,Hct f Autom Link Platforms,product
IR75066-2,7004,PT,"FLEX Mo Universal Neg. Contr, RTU, Link",product
230132,1000,SR,BL21-Gold (DE3) Competent Cells,product
05988-20066,1000,AA,Column Nut for MS interface,product
0905-1405,7000,8P,"O-RING, 2-025, Fluorocarbon, Brown",product
5181-3316,2000,58,"Liner,splitls,sngl-taper,no glswl,deact",product
5188-5367,3000,AA,Gold Plated Inlet Seal with Washer,product
5061-3370,4000,58,11mm Al crimp cap PTFE/Rubber sept 500PK,product
G1099-60301,6000,8P,X-fer Braze Assy,product
5181-8816,8000,58,"Microseal kit, low pressure",product
5183-4505,5000,58,"Vial,snap,2ml,clr,WrtOn,1000PK",product
5182-0546,5010,58,"Vial,snap,2ml,clr,WrtOn,100PK",product
204284-100,3000,XF,Reservoir 6 COL PT PYR 47ml IRR 25/cs,product
200995-100,2000,XF,FILTER PLT 96 300UL PVDF .45UM SHT 50/CS,product
201246-100,1000,XF,RESERVOIR 96 WELL PYRAMID PP BLK 25/CS,product
CP97638,1000,JW,"CP-Wax 57 CB 25 m x 0,53 mm x 1,0 um",product
122-2232,5000,JW,"DB-225 30m, 0.25mm, 0.25u",product
866953-906,4000,BC,Rx/SB-C8 Rapid Res HPLC Col 4.6 x 75,product
123-5032,3000,JW,"DB-5 30m, 0.32mm, 0.25u",product
827975-302,2000,BC,"SB-C18, 3,0x50mm, 1,8um, 600 bares",product
G4514-60610,1000,8P,ALS Main Cable Assembly,product
600882,3000,SR,Brilliant III Ultra-Fast SYBR QPCR MM,product
401428,2000,SR,Mx3000P Strip Tubes,product
401425,1000,SR,Mx3000P Optical Strip Caps (120 count),product
CS70430-2,1000,PT,"Dako Coverglass 24 x 50 mm, 1000 pcs",product
5067-5577,2000,UF,RNA ScreenTape Sample Buffer,product
5067-5576,1000,UF,RNA ScreenTape,product
9301-0725,1000,58,"Syringe 10ul straight, FN 23/42/HP, 6/PK",product
G7005-60061,2000,AA,"Filament,high temperature EI for GCMS",product
05971-60571,1000,AA,GCMS Tuning Standard - PFTBA,product
200-0185,2000,58,"Test Std, DB-5ms (Capillary/Megabore)",product
5182-0724,1000,58,"Caps, screw type, green,  100/PK",product
5067-5584,9000,UF,High Sensitivity D1000 ScreenTape,product
5182-0717,1000,58,Blue screw caps  100/PK,product
8004-0170,1000,58,Liner UI splt/lss goosnck wl 4mm 5pk V-B,product
K800221-2,1000,PT,"EnV FLEX+, High pH (Link)",product
F0472301,1000,9H,Thermocouple  vacuum gauge,product
122-1712,1000,JW,"DB-17 15m, 0.25mm, 0.25u",product
M088801-2,1000,PT,"Mo a Hu Cytoker 19, cl RCK108",product
9530001,1000,9H,TORR SEAL FSN 8030-998-3321,product
G3783AA,1000,GE,GeneSpring GX concurrent 1yr lic. - ACAD,product
G1787AA,2000,GE,Avadis NGS concurrent 1 yr lic. - ACAD,product
G1758AA,3000,GE,GeneSpring GX CUSTOMIZED LICENSE,product
G7005-60061,1000,AA,"Filament,high temperature EI for GCMS",product
K1002-00450,1000,8P,"KIT,RETAINING CLIP REPLACEMENT,708DS",product
G4514-60710,1000,AA,Gripper finger caps for 7693,product
5982-0024,2000,AA,Butanetriol Int Std Num.1 for Biodiesel,product
5982-0025,3000,AA,Tricaprin Int Std Number 2 for Biodiesel,product
G7005-60061,1000,AA,"Filament,high temperature EI for GCMS",product
M365329-1,24060,PT,"Monocl Mo A Hu PD-L1, Cl 22C3 (ASR)",product
5190-4047,1000,58,"Liner, Ultra Inert,straight 1mm ID",product
14-0241-016,2000,8P,"Ferrule,1/16in,SS,Valco",product
200522-5,1020,SR,-20 QUICKCHANGE II XL 30 RXNS,product
200522,1000,SR,"Kit,QuikChange II XL site-directed 30rx",product
200516-4,1010,SR,"-80 QuikChange  Parts, 30 rxn",product
G2938-90322,1050,UF,2100 High sensitiv DNA Quick Guide ENG,product
G2938-90402,1040,UF,2100 MSDS Link Tech Note ENG,product
G2938-85004,1030,UF,High Sensitivity DNA Reagent I,product
G2938-68706,1020,UF,Syringe Kit,product
G2938-68000,1010,UF,High Sensitivity DNA 10 Chips,product
5067-4626,1000,UF,High Sensitivity DNA Kit,product
103334-100,1000,XF,Seahorse XF Base Medium (500mL),product
S302030-2,35546,PT,"Protase K, Ready-to-Use, 110 mL",product
AR17311-2,24005,PT,Artisan Massons Trich kit,product
S080983-2,25005,PT,Dako Ab Diluent,product
AR1791A-2,23015,PT,Reticulin-NFR Box 1,product
AR17911-2,23005,PT,Artisan Ret/Nuc Fast Red Stain Kit,product
AR41030-7,23035,PT,"Artisan - Slide clips, 50 per Box",product
S302380-2,22005,PT,Fluorescence Mounting Medium,product
AR1791B-2,23025,PT,Reticulin-NFR Box 2,product
AR41030-7,24035,PT,"Artisan - Slide clips, 50 per Box",product
F011102-2,21005,PT,Rb a Hu Fibrinogen/FITC,product
F020402-2,18005,PT,Rb a Hu IgA/FITC,product
AR1731B-2,24025,PT,Massons Trichrome Kit Box 2,product
AR1731A-2,24015,PT,Massons Trichrome Kit Box 1,product
F020302-2,19005,PT,Rb a Hu IgM/FITC,product
F020102-2,20005,PT,Rb a Hu C3c Complement/FITC,product
R2311A,11000,74,Workflow Service for OpenLAB (2 Days),product
G2335A,16000,AZ,6890 LAN kit,product
R3827A,12000,LI,Upfront SMA for OpenLAB Server,product
R3826A,13000,LI,Upfront SMA for OpenLAB CDS AIC SW,product
R3828A,14000,LI,Upfront SMA for OpenLAB Connections,product
G1369C,15000,29,LAN Communication Interface card,product
G1369-60012,15010,29,LAN Interface Card,product
R2314A,17000,74,Informatics Onsite Consulting (2 days),product
G2335-64000,16010,AZ,LAN Communications Interface,product
M8440AA,1000,LI,OpenLAB Server,product
M8490-64000,1010,LI,OpenLAB CDS USB Media,product
M8440-64000,1020,LI,OpenLAB CDS Data Store Auth Code,product
M8420AA,2000,LI,OpenLAB CDS AIC Software,product
R2334A,4000,74,Install OpenLAB Server,product
M8420-64001,2010,LI,OpenLAB CDS AIC Software Auth Code Qty 1,product
M8431AA,3000,LI,OpenLAB CDS Instrument Connection,product
M8431-64010,3010,LI,OpenLAB CDS Inst Conn Auth Code Qty10,product
R2129A,5000,74,Installation of OpenLAB CDS SW,product
R3976A,9000,74,OpenLAB CDS Client/Srvr User Ops SW Only,product
R3988A,6000,74,OpenLAB CDS Instr. Conn. Install.,product
R3983A,7000,74,Install One Additionl OpenLAB CDS Client,product
R3979A,8000,74,OpenLAB 2 CDS Admin for Client/Server,product
R2330A,10000,74,OpenLAB CDS Project Services,product
K801821-2,11003,PT,EnV FLEX Htx (Dako AS Instruments),product
K802021-2,13003,PT,"FLEX IHC Microscope Slides, 5x100 slide",product
G7000-67625,1000,8P,Source PCA/Cable Assy GC/MS QQQ Ext,product
5183-4331,1000,58,"Strg Vial Kit,4mL,15x45Clear,13-425Cap",product
IR63361-2,10006,PT,"FLEX Mono Mo a Hu Melan-A, cl A103, RTU",product
IR63761-2,9006,PT,"FLX Moa Hu Epithelial Ag, cl Ber-EP4,RT",product
IR78061-2,8006,PT,"FLX Moa Hu Cytoker 5/6, cl D5/16 B4, RT",product
IR06661-2,7006,PT,"FLX Mab X-H SMTH MSCL SMMS-1 RTU, (Link",product
K800221-2,3006,PT,"EnV FLEX+, High pH (Link)",product
IR05161-2,11006,PT,FLX Mab X-H Cyto HMW 34ssE12 RTU Link,product
IR66261-2,12006,PT,"FLX Moa Hu p63 Prot, cl DAK-p63 RTU,Lin",product
5190-9493,1000,GE,"SSEL XT CRE V2, 96 auto",product
G6691A,1000,58,ADM Flow Meter,product
G6691-60006,1010,58,"Flowmeter, Complete",product
123-7312,2000,JW,"DB-WAXETR 15m, 0.32mm, 0.25u",product
122-1732,3000,JW,"DB-17 30m, 0.25mm, 0.25u",product
G3182-61580,4000,AA,"Ultimate Union Kit, Deactivated",product
G2855-20530,5000,AA,"Internal Nut,CFT Capillary fitting",product
G3188-27501,6000,58,"Ferrule, flexi inert  0.25mm col 10/PK",product
G3188-27502,7000,58,"Ferrule, flexi, inert  0.32mm col 10/PK",product
G3188-27503,8000,58,"Ferrule, flexi, inert  0.53mm col 10/PK",product
X3760-64004,2000,58,AVF Platinum,product
5040-4669,1000,58,Ergonomic Manual Crimper for 20mm caps,product
CP7542,1000,JW,CP-SimDist UM 10m x 0.53mm x 0.17um,product
05988-20066,1000,AA,Column Nut for MS interface,product
5067-4626,1000,UF,High Sensitivity DNA Kit,product
G2938-68000,1010,UF,High Sensitivity DNA 10 Chips,product
G2938-68706,1020,UF,Syringe Kit,product
G2938-85004,1030,UF,High Sensitivity DNA Reagent I,product
G2938-90402,1040,UF,2100 MSDS Link Tech Note ENG,product
G2938-90322,1050,UF,2100 High sensitiv DNA Quick Guide ENG,product
KQ25AWP,6000,9H,"Clamp,Quick,Wing Nut,NW25,Plain",product
G8612A,1000,9H,"Detector fugas helio, configuración BR15",product
KS250100203,2000,9H,"FLG,KF,WELD STUB,LONG,NW25,1.0in TUBE,SS",product
KL01004800,3000,9H,"Flex Coupling, Non-Braid, NW25 KFs",product
G8612-64000,1010,9H,"Bench, Leak Detector, DS302, 120VAC",product
R2840001,1020,9H,"POWER CORD, 20A, 125V, 2.5M",product
KC25SV,4000,9H,"Seal,CTR Ring Assy, NW25,SST,Viton",product
K0167301,5000,9H,HELIUM SPRAY PROBE KIT,product
F701101-1,1000,RP,Mo aHu CD16 Fc GamRec III/FITC cl DJ130c,product
400753,1000,SR,"Absolutely RNA Nanoprep Kit, 50 preps",product
9910040000,1000,AA,VGA-76/77 Hydride absorption cell. 2/pk,product
PTSS0300MK,1000,9H,"MAJOR MAINTENANCE KIT, TRISCROLL 300",product
G8410-80123,5000,58,"Tubing rinse supply SPS 4, 2.5mm id x 1m",product
G8410-80122,4000,58,PVC waste tubing 8mm od x 5mm id 2m SPS4,product
G8410-80124,3000,58,"Barb connector for SPS4, 2.5mm-1.5mm ID",product
G8410-80121,2000,58,"Nipple, PP, 2.5mm ID, SPS4 rinse station",product
G8410-80120,1000,58,"Nipple, PVDF, 5mm ID, SPS4 rinse station",product
200519-5,1020,SR,-20 QUICKCHANGE 10 RXNS,product
200519-4,1010,SR,-80 10rxn Quikchange Parts,product
200519,1000,SR,"Kit,QuikChange Site-Directed 10 rxn",product
R511201-1,2000,RP,"Ra A Hu IgD/RPE, Rb F(ab)2",product
F005801-1,1000,RP,"Rb a Hu IgM/FITC, Rb F(ab)2",product
M364601-2,1000,PT,"Mono Rb a Hu MSH6, cl EP49",product
PL1110-1520,4000,BC,PLgel 5um Guard 50 x 7.5 mm,product
PL1110-6525,3000,BC,PLgel 5um 500A 300 x 7.5 mm,product
PL1110-6515,1000,BC,PLgel 5um 50A 300 x 7.5 mm,product
PL1110-6520,2000,BC,PLgel 5um 100A 300 x 7.5 mm,product
103592-100,1000,XF,XF Real-Time ATP Rate Assay Kit,product
G1311B,1000,29,1260 Quaternary Pump,product
G1311-60003,1010,29,Conjunto da tampa para frasco,product
G1311-90300,1020,29,1260 Quat LC System User Manual ENG,product
M8550-60000,1030,29,eFamiliarization LC HW,product
G7120-68708,1040,29,InfinityLab System Tool kit,product
G4800-64500,1070,29,Agilent LC Hardware Documentation Media,product
699975-902,1050,29,"Poroshell 120,EC-C18, 4.6x50mm,2.7um",product
G4201-68707,1060,29,HPLC Starter Kit incl. 0.17mm id cap,product
5067-4770,1080,29,Solvent Cabinet Kit (Boxed),product
M8555-64010,1090,29,Agilent Lab Advisor Basic Software,product
H1141H,1130,74,Installation (44K),product
8121-1809,4060,29,"Power Cord, Brazil, C13, 250V Max",product
5023-0203,4030,29,Patch Cable Crossover Shielded 3M,product
01046-60105,4040,29,Cabo de sinal,product
G4212-60008,4050,29,Max-Light Cartridge Cell 10mm,product
UP_FRONT_SERVICE_H,4070,74,Up Front Support Services for Hardware,product
H1141H,4080,74,Installation (44K),product
H1142H,2080,74,Familiarization at Installation (44L),product
G7162-64000,5010,29,1260 Infinity II RID,product
8121-1809,3020,29,"Power Cord, Brazil, C13, 250V Max",product
H1149H,2090,74,Support Funding,product
H1142H,4090,74,Familiarization at Installation (44L),product
H1149H,4100,74,Support Funding,product
G7162A,5000,29,1260 Infinity II RI detector,product
G4800-64600,5020,29,InfinityLab LC Series User Documentation,product
H1142H,5060,74,Familiarization at Installation (44L),product
8121-1809,5030,29,"Power Cord, Brazil, C13, 250V Max",product
UP_FRONT_SERVICE_H,5040,74,Up Front Support Services for Hardware,product
H1141H,5050,74,Installation (44K),product
H1149H,5070,74,Support Funding,product
SYS-LC-1260-E,11000,74,LC 1260 System Enhanced LC Features,product
5063-6598,8000,58,"Tefzel ferrules/SS rings, 1/8 in  10/PK",product
5063-6599,9000,58,"PPS nuts, 1/8 in, 1/4-28 thread  10/PK",product
G1362-68706,10000,AA,Interface Tubing Kt,product
R26H091,11010,74,Analytical Instr Qualification-On Demand,product
G1311-64065,1100,29,1260 Quat Pump 600bar with AIV+ASW,product
8121-1809,1110,29,"Power Cord, Brazil, C13, 250V Max",product
UP_FRONT_SERVICE_H,1120,74,Up Front Support Services for Hardware,product
H1142H,1140,74,Familiarization at Installation (44L),product
G4800-64600,2040,29,InfinityLab LC Series User Documentation,product
H1149H,1150,74,Support Funding,product
G7129A,2000,29,1260 Infinity II Vialsampler,product
G7129-64000,2010,29,1260 Infinity II Vialsampler,product
G7129-68210,2020,29,Drawer-Kit 100 x 2ml Vials Classic,product
G7167-60101,2030,29,InfinityLab Sample Thermostat,product
H1141H,2070,74,Installation (44K),product
01200-90175,2045,29,Existing Waters Empower License Doc,product
8121-1809,2050,29,"Power Cord, Brazil, C13, 250V Max",product
G1316A,3000,29,Compartimento para termostatizacao,product
G1316-64050,3010,29,1260 TCC 600bar,product
UP_FRONT_SERVICE_H,3030,74,Up Front Support Services for Hardware,product
G4212-64050,4010,29,1260 Infinity Diode Array Detector,product
H1141H,3040,74,Installation (44K),product
UP_FRONT_SERVICE_H,2060,74,Up Front Support Services for Hardware,product
H1149H,3050,74,Support Funding,product
G4212B,4000,29,1260 Diode Array Detector,product
5023-0202,4020,29,Patch Cable Shielded 7M,product
9499202,1000,9H,SS RVP 1 LITER OIL TANK,product
M721101-2,44007,PT,"Mo a Hu BCL6 Prot, cl PG-B6p",product
123-1364,1000,JW,"DB-624 60m, 0.32mm, 1.80u",product
M364729-2,2000,PT,"Mono Rb a Hu PMS2, cl EP51",product
M364629-2,1000,PT,"Mono Rb a Hu MSH6, cl EP49",product
200820,1000,SR,AccuScript HighFidlty1stStrndcDNASynthKt,product
201244-100,1000,XF,RESERVOIR 96 WELL PYRAMID PP 287ML 25/CS,product
201009-100,2000,XF,FILTER PLT 96 2ML PP 0.45UM LNG 25/CS,product
G7005-60061,9000,AA,"Filament,high temperature EI for GCMS",product
05988-20066,10000,AA,Column Nut for MS interface,product
9499201,11000,9H,RVP MS40+ EXHAUST FILTER,product
CP7462,6000,JW,Select PAH 30m x 0.25mm x 0.15um,product
9530004,1000,9H,Torr Seal:(1)1.69OZ Cartridge + 3 Mixers,product
5190-3167,1000,58,"Liner,UI,splitless,single taper,GW,25/pk",product
5181-8810,1000,58,"Syr. 5ul tapered, FN 23-26s/42/HP, 6/PK",product
IR08561-2,1000,PT,"FLEX Mab a Hu MSH2, cl FE11, RTU (Link)",product
IR06261-2,2000,PT,"FLEX Mono MxH CD15, cl Carb-3 RTU (Link",product
IR60261-2,3000,PT,"FLEX Mono Mo a Hu CD30, cl Ber-H2, RTU",product
5183-4711,1000,58,"Lnr,gen purp split/spltls,tpr,glswl,deac",product
2110-0969,1000,8P,FUSE (METRIC) 8A 250V TD FE UL-REC CSA,product
G7005-60061,1000,AA,"Filament,high temperature EI for GCMS",product
3160-1017,1000,8P,"Fan, Bin Pump",product
H1141H,3040,74,Installation (44K),product
G1316-64050,3010,29,1260 TCC 600bar,product
8121-1809,3020,29,"Power Cord, Brazil, C13, 250V Max",product
UP_FRONT_SERVICE_H,3030,74,Up Front Support Services for Hardware,product
H1149H,3050,74,Support Funding,product
UP_FRONT_SERVICE_H,4070,74,Up Front Support Services for Hardware,product
G4212B,4000,29,1260 Diode Array Detector,product
G4212-64050,4010,29,1260 Infinity Diode Array Detector,product
5023-0202,4020,29,Patch Cable Shielded 7M,product
5023-0203,4030,29,Patch Cable Crossover Shielded 3M,product
01046-60105,4040,29,Cabo de sinal,product
G4212-60008,4050,29,Max-Light Cartridge Cell 10mm,product
8121-1809,4060,29,"Power Cord, Brazil, C13, 250V Max",product
H1141H,4080,74,Installation (44K),product
H1142H,4090,74,Familiarization at Installation (44L),product
8121-1809,5020,29,"Power Cord, Brazil, C13, 250V Max",product
H1149H,4100,74,Support Funding,product
G7121A,5000,29,1260 Infinity II Fluorescence Detector,product
G7121-64000,5010,29,1260 Inf-II FLD,product
H1142H,5050,74,Familiarization at Installation (44L),product
H1149H,5060,74,Support Funding,product
SYS-LC-1260-E,6000,74,LC 1260 System Enhanced LC Features,product
R26H091,6010,74,Analytical Instr Qualification-On Demand,product
UP_FRONT_SERVICE_H,5030,74,Up Front Support Services for Hardware,product
H1141H,5040,74,Installation (44K),product
G1316A,3000,29,Compartimento para termostatizacao,product
M8550-64010,1090,29,Agilent Lab Advisor Advanced Software,product
G4800-64500,1070,29,Agilent LC Hardware Documentation Media,product
G4201-68707,1060,29,HPLC Starter Kit incl. 0.17mm id cap,product
